id,channel,isComplete,label,shapeCluster,subCluster,labelConfidence,outlierType,outlierShape,firmwareVersion,type,activePower,activePowerDelta,reactivePower,apparentPower,current,voltage,phase,hertz,energy,energy_delta,coilReversed,timestamp,time_delta,sensor
56693388,1,True,,,,,,,41,5,359,4,-1949,5719,23.926,239.035,-79.4,50.0,271252.0,16.0,true,2017-12-25T08:08:55+00:00,,2000
56692535,1,True,,,,,,,41,5,384,-24,-1900,5814,23.888,243.381,-78.3,50.0,271235.0,16.0,true,2017-12-25T08:06:15+00:00,,2000
56691694,1,True,,,,,,,41,5,371,-10,-1940,5785,23.941,241.643,-79.1,50.0,271218.0,16.0,true,2017-12-25T08:03:35+00:00,,2000
56690913,1,True,,,,,,,41,5,362,-1,-1943,5790,23.961,241.643,-79.1,50.0,271202.0,16.0,true,2017-12-25T08:00:55+00:00,,2000
56690026,1,True,,,,,,,41,5,354,-18,-1887,5702,23.941,238.166,-79.1,50.0,271185.0,16.0,true,2017-12-25T07:58:15+00:00,,2000
56689162,1,True,,,,,,,41,5,362,-2,-1923,5840,23.995,243.381,-79.1,50.0,271168.0,16.0,true,2017-12-25T07:55:35+00:00,,2000
56688267,1,True,,,,,,,41,5,386,-12,-1917,5766,23.862,241.643,-78.3,50.0,271151.0,17.0,true,2017-12-25T07:52:55+00:00,,2000
56687365,1,True,,,,,,,41,5,360,-25,-1936,5738,24.007,239.035,-79.1,50.0,271134.0,17.0,true,2017-12-25T07:50:15+00:00,,2000
56686486,1,True,,,,,,,41,5,366,4,-1947,5693,24.083,236.427,-79.1,50.0,271117.0,16.0,true,2017-12-25T07:47:35+00:00,,2000
56685636,1,True,,,,,,,41,5,410,-4,-1893,5873,24.045,244.25,-77.6,50.0,271100.0,16.0,true,2017-12-25T07:44:55+00:00,,2000
56684862,1,True,,,,,,,41,5,375,22,-1940,5794,23.979,241.643,-78.7,50.0,271084.0,17.0,true,2017-12-25T07:42:15+00:00,,2000
56684095,1,True,,,,,,,41,5,418,30,-1943,5798,23.995,241.643,-77.6,50.0,271066.0,17.0,true,2017-12-25T07:39:35+00:00,,2000
56683320,1,True,,,,,,,41,5,388,4,-1848,5380,23.901,225.127,-78.0,50.0,271049.0,17.0,true,2017-12-25T07:36:55+00:00,,2000
56682508,1,True,,,,,,,41,5,382,-12,-1884,5754,23.814,241.643,-78.3,50.0,271032.0,17.0,true,2017-12-25T07:34:15+00:00,,2000
56681655,1,True,,,,,,,41,2,373,-8,-1933,5838,23.991,243.381,-78.7,50.0,271014.0,10.0,true,2017-12-25T07:31:34+00:00,,2000
56681111,1,True,,,,,,,41,5,379,-6,-1989,6087,24.489,248.596,-79.1,50.0,271004.0,17.0,true,2017-12-25T07:29:56+00:00,,2000
56680248,1,True,,,,,,,41,5,421,1,-1912,5634,24.278,232.081,-77.3,50.0,270986.0,18.0,true,2017-12-25T07:27:16+00:00,,2000
56679430,1,True,,,,,,,41,5,411,19,-1955,5986,24.251,246.858,-78.0,50.0,270968.0,18.0,true,2017-12-25T07:24:37+00:00,,2000
56678552,1,True,,,,,,,41,5,435,10,-1864,5634,24.367,231.212,-76.6,50.0,270949.0,18.0,true,2017-12-25T07:21:57+00:00,,2000
56677767,1,True,,,,,,,41,5,445,-13,-1896,5890,24.378,241.643,-76.6,50.0,270931.0,17.0,true,2017-12-25T07:19:17+00:00,,2000
56676933,1,True,,,,,,,41,5,362,-3,-1955,5742,24.109,238.166,-79.4,50.0,270913.0,16.0,true,2017-12-25T07:16:37+00:00,,2000
56676089,1,True,,,,,,,41,5,367,6,-1990,5887,24.19,243.381,-79.4,50.0,270897.0,17.0,true,2017-12-25T07:13:57+00:00,,2000
56675266,1,True,,,,,,,41,5,378,-3.0,-1995,5852,24.134,242.512,-79.1,50.0,270879.0,16.0,true,2017-12-25T07:11:17+00:00,,2000
56674421,1,True,,,,,,,41,5,381,1,-1984,5962,24.24,245.989,-79.1,50.0,270863.0,16.0,true,2017-12-25T07:08:37+00:00,,2000
56673574,1,True,,,,,,,41,5,398,4,-1960,5863,24.091,243.381,-78.3,50.0,270846.0,17.0,true,2017-12-25T07:05:57+00:00,,2000
56672768,1,True,,,,,,,41,5,361,-6,-1960,5915,24.134,245.12,-79.4,50.0,270829.0,17.0,true,2017-12-25T07:03:17+00:00,,2000
56671920,1,True,,,,,,,41,5,396,21,-1955,5956,24.213,245.989,-78.3,50.0,270812.0,17.0,true,2017-12-25T07:00:37+00:00,,2000
56671062,1,True,,,,,,,41,5,374,1,-1921,5857,24.241,241.643,-78.7,50.0,270794.0,16.0,true,2017-12-25T06:57:57+00:00,,2000
56670322,1,True,,,,,,,41,5,368,-5,-1887,5801,23.837,243.381,-78.7,50.0,270777.0,16.0,true,2017-12-25T06:55:17+00:00,,2000
56669479,1,True,,,,,,,41,5,352,-3,-1944,5780,23.92,241.643,-79.4,50.0,270761.0,16.0,true,2017-12-25T06:52:37+00:00,,2000
56668693,1,True,,,,,,,41,5,397,-18,-1868,5762,23.849,241.643,-77.6,50.0,270744.0,16.0,true,2017-12-25T06:49:57+00:00,,2000
56667906,1,True,,,,,,,41,5,378,-12,-1916,5749,23.88,240.773,-78.7,50.0,270727.0,16.0,true,2017-12-25T06:47:17+00:00,,2000
56667143,1,True,,,,,,,41,5,361,-4,-1936,5854,24.053,243.381,-79.1,50.0,270711.0,16.0,true,2017-12-25T06:44:37+00:00,,2000
56666342,1,True,,,,,,,41,5,360,-38.0,-1945,5790,23.961,241.643,-79.4,50.0,270694.0,16.0,true,2017-12-25T06:41:57+00:00,,2000
56665534,1,True,,,,,,,41,5,398,16,-1933,5887,24.02,245.12,-78.0,50.0,270678.0,16.0,true,2017-12-25T06:39:17+00:00,,2000
56664672,1,True,,,,,,,41,5,388,5,-1904,5781,23.926,241.643,-78.3,50.0,270662.0,17.0,true,2017-12-25T06:36:37+00:00,,2000
56663790,1,True,,,,,,,41,5,385,-20.0,-1846,5748,23.873,240.773,-78.0,50.0,270644.0,17.0,true,2017-12-25T06:33:57+00:00,,2000
56662953,1,True,,,,,,,41,5,405,-11,-1803,5511,23.835,231.212,-76.9,50.0,270627.0,17.0,true,2017-12-25T06:31:17+00:00,,2000
56662072,1,True,,,,,,,41,5,405,2,-1955,5809,23.956,242.512,-78.0,50.0,270610.0,17.0,true,2017-12-25T06:28:37+00:00,,2000
56661281,1,True,,,,,,,41,5,369,-6,-1848,5398,23.885,225.997,-78.3,50.0,270592.0,16.0,true,2017-12-25T06:25:57+00:00,,2000
56660512,1,True,,,,,,,41,5,376,-2,-1927,5868,24.025,244.25,-78.7,50.0,270575.0,17.0,true,2017-12-25T06:23:17+00:00,,2000
56659669,1,True,,,,,,,41,5,396,-4,-1868,5674,23.999,236.427,-77.6,50.0,270558.0,17.0,true,2017-12-25T06:20:37+00:00,,2000
56658771,1,True,,,,,,,41,5,380,-16,-1949,5794,23.977,241.643,-78.7,50.0,270541.0,16.0,true,2017-12-25T06:17:57+00:00,,2000
56657870,1,True,,,,,,,41,5,361,-6,-1912,5682,24.033,236.427,-79.1,50.0,270524.0,16.0,true,2017-12-25T06:15:17+00:00,,2000
56657020,1,True,,,,,,,41,5,388,-8,-1937,5679,23.847,238.166,-78.3,50.0,270507.0,17.0,true,2017-12-25T06:12:37+00:00,,2000
56656148,1,True,,,,,,,41,5,408,47.0,-1771,5495,23.949,229.474,-76.6,50.0,270490.0,17.0,true,2017-12-25T06:09:57+00:00,,2000
56655323,1,True,,,,,,,41,5,361,-5,-1960,5740,24.014,239.035,-79.4,50.0,270472.0,17.0,true,2017-12-25T06:07:17+00:00,,2000
56654531,1,True,,,,,,,41,5,389,1,-1867,5486,23.908,229.474,-78.0,50.0,270455.0,17.0,true,2017-12-25T06:04:37+00:00,,2000
56653684,1,True,,,,,,,41,5,363,4,-1939,5721,24.022,238.166,-79.1,50.0,270438.0,17.0,true,2017-12-25T06:01:57+00:00,,2000
56652740,1,True,,,,,,,41,5,372,-20,-1953,5873,24.134,243.381,-79.1,50.0,270421.0,16.0,true,2017-12-25T05:59:17+00:00,,2000
56651822,1,True,,,,,,,41,5,394,16,-1968,5969,24.266,245.989,-78.3,50.0,270404.0,16.0,true,2017-12-25T05:56:37+00:00,,2000
56650915,1,True,,,,,,,41,5,372,7,-2010,5963,24.241,245.989,-79.4,50.0,270387.0,16.0,true,2017-12-25T05:53:57+00:00,,2000
56650051,1,True,,,,,,,41,5,368,-6,-1991,5934,24.208,245.12,-79.4,50.0,270370.0,16.0,true,2017-12-25T05:51:17+00:00,,2000
56649161,1,True,,,,,,,41,5,382,-8,-1988,5962,24.152,246.858,-79.1,50.0,270354.0,16.0,true,2017-12-25T05:48:37+00:00,,2000
56648240,1,True,,,,,,,41,5,359,-9,-1973,5938,24.226,245.12,-79.4,50.0,270337.0,16.0,true,2017-12-25T05:45:57+00:00,,2000
56647407,1,True,,,,,,,41,5,403,-4,-1967,5954,24.119,246.858,-78.3,50.0,270321.0,16.0,true,2017-12-25T05:43:17+00:00,,2000
56646526,1,True,,,,,,,41,5,361,-6,-1986,5804,24.195,239.904,-79.4,50.0,270304.0,17.0,true,2017-12-25T05:40:37+00:00,,2000
56645581,1,True,,,,,,,41,5,389,-14,-1976,5913,24.123,245.12,-78.7,50.0,270287.0,17.0,true,2017-12-25T05:37:57+00:00,,2000
56644651,1,True,,,,,,,41,5,400,-16,-1897,5821,24.177,240.773,-78.0,50.0,270269.0,17.0,true,2017-12-25T05:35:17+00:00,,2000
56643786,1,True,,,,,,,41,5,370,3.0,-2010,5912,24.207,244.25,-79.4,50.0,270252.0,16.0,true,2017-12-25T05:32:37+00:00,,2000
56642894,1,True,,,,,,,41,5,367,-26,-1968,5898,24.147,244.25,-79.1,50.0,270235.0,16.0,true,2017-12-25T05:29:57+00:00,,2000
56641996,1,True,,,,,,,41,5,380,-23.0,-1993,6035,24.363,247.727,-79.1,50.0,270218.0,17.0,true,2017-12-25T05:27:17+00:00,,2000
56641144,1,True,,,,,,,41,5,403,-11,-1874,5714,24.258,235.558,-77.6,50.0,270201.0,17.0,true,2017-12-25T05:24:37+00:00,,2000
56640359,1,True,,,,,,,41,5,406,32.0,-2006,5938,24.142,245.989,-78.3,50.0,270183.0,17.0,true,2017-12-25T05:21:57+00:00,,2000
56639594,1,True,,,,,,,41,5,374,-2,-1887,5586,24.253,230.343,-78.7,50.0,270165.0,17.0,true,2017-12-25T05:19:17+00:00,,2000
56638841,1,True,,,,,,,41,5,408,20,-1963,5860,24.253,241.643,-78.0,50.0,270148.0,17.0,true,2017-12-25T05:16:37+00:00,,2000
56638067,1,True,,,,,,,41,5,406,58,-1796,5435,24.142,225.127,-76.9,50.0,270130.0,17.0,true,2017-12-25T05:13:57+00:00,,2000
56637316,1,True,,,,,,,41,5,387,5,-1917,5750,24.144,238.166,-78.3,50.0,270112.0,17.0,true,2017-12-25T05:11:17+00:00,,2000
56636612,1,True,,,,,,,41,5,382,-7,-1885,5860,24.164,242.512,-78.3,50.0,270094.0,17.0,true,2017-12-25T05:08:37+00:00,,2000
56635676,1,True,,,,,,,41,5,360,-24.0,-1942,5989,24.261,246.858,-79.4,50.0,270077.0,17.0,true,2017-12-25T05:05:57+00:00,,2000
56634865,1,True,,,,,,,41,5,384,3,-1932,5887,24.276,242.512,-78.7,50.0,270059.0,17.0,true,2017-12-25T05:03:17+00:00,,2000
56634049,1,True,,,,,,,41,5,429,80,-1870,5552,23.659,234.689,-76.9,50.0,270041.0,17.0,true,2017-12-25T05:00:37+00:00,,2000
56633305,1,True,,,,,,,41,5,401,16,-1853,5574,23.842,233.82,-77.6,50.0,270024.0,17.0,true,2017-12-25T04:57:57+00:00,,2000
56632568,1,True,,,,,,,41,5,392,-8,-1897,5592,23.74,235.558,-78.0,50.0,270006.0,17.0,true,2017-12-25T04:55:17+00:00,,2000
56631780,1,True,,,,,,,41,5,407,16,-1956,5810,23.959,242.512,-78.0,50.0,269989.0,17.0,true,2017-12-25T04:52:37+00:00,,2000
56630986,1,True,,,,,,,41,5,405,-9,-1858,5592,23.829,234.689,-77.6,50.0,269972.0,17.0,true,2017-12-25T04:49:57+00:00,,2000
56630258,1,True,,,,,,,41,5,426,73.0,-1839,5601,23.865,234.689,-76.6,50.0,269954.0,17.0,true,2017-12-25T04:47:17+00:00,,2000
56629497,1,True,,,,,,,41,5,353,-55.0,-1834,5384,23.827,225.997,-79.1,50.0,269937.0,17.0,true,2017-12-25T04:44:37+00:00,,2000
56628726,1,True,,,,,,,41,5,408,-40,-1834,5581,23.87,233.82,-77.3,50.0,269920.0,17.0,true,2017-12-25T04:41:57+00:00,,2000
56627992,1,True,,,,,,,41,5,357,7,-1865,5508,23.826,231.212,-79.1,50.0,269902.0,17.0,true,2017-12-25T04:39:17+00:00,,2000
56627272,1,True,,,,,,,41,5,432,-19,-1879,5786,23.862,242.512,-76.9,50.0,269885.0,17.0,true,2017-12-25T04:36:37+00:00,,2000
56626562,1,True,,,,,,,41,5,359,-22,-1723,5172,23.802,217.305,-78.0,50.0,269868.0,17.0,true,2017-12-25T04:33:57+00:00,,2000
56625837,1,True,,,,,,,41,5,436,31,-1859,5596,23.758,235.558,-76.6,50.0,269850.0,17.0,true,2017-12-25T04:31:17+00:00,,2000
56625074,1,True,,,,,,,41,5,372,4,-1871,5787,23.863,242.512,-78.7,50.0,269833.0,17.0,true,2017-12-25T04:28:37+00:00,,2000
56624318,1,True,,,,,,,41,5,384,26,-1898,5763,23.85,241.643,-78.3,50.0,269816.0,17.0,true,2017-12-25T04:25:57+00:00,,2000
56623622,1,True,,,,,,,41,5,390,16.0,-1884,5591,23.735,235.558,-78.0,50.0,269798.0,17.0,true,2017-12-25T04:23:17+00:00,,2000
56622924,1,True,,,,,,,41,5,374,-5,-1897,5789,23.872,242.512,-78.7,50.0,269781.0,17.0,true,2017-12-25T04:20:37+00:00,,2000
56622221,1,True,,,,,,,41,5,361,9,-1911,5664,23.872,237.297,-79.1,50.0,269764.0,16.0,true,2017-12-25T04:17:57+00:00,,2000
56621510,1,True,,,,,,,41,5,424,2,-1874,5773,23.893,241.643,-76.9,50.0,269747.0,16.0,true,2017-12-25T04:15:17+00:00,,2000
56620826,1,True,,,,,,,41,5,360,-8,-1852,5619,23.857,235.558,-78.7,50.0,269731.0,17.0,true,2017-12-25T04:12:37+00:00,,2000
56620151,1,True,,,,,,,41,5,394,-55,-1837,5627,23.801,236.427,-77.6,50.0,269713.0,17.0,true,2017-12-25T04:09:57+00:00,,2000
56619500,1,True,,,,,,,41,5,402,2,-1836,5559,23.863,232.95,-77.3,50.0,269696.0,16.0,true,2017-12-25T04:07:17+00:00,,2000
56618888,1,True,,,,,,,41,5,416,-5,-1850,5705,23.87,239.035,-76.9,50.0,269679.0,17.0,true,2017-12-25T04:04:37+00:00,,2000
56618253,1,True,,,,,,,41,5,359,14.0,-1746,5203,23.85,218.174,-78.0,50.0,269662.0,17.0,true,2017-12-25T04:01:57+00:00,,2000
56617613,1,True,,,,,,,41,5,345,-31,-1755,5529,23.827,232.081,-78.7,50.0,269644.0,17.0,true,2017-12-25T03:59:17+00:00,,2000
56616951,1,True,,,,,,,41,5,424,18,-1924,5767,23.867,241.643,-77.3,50.0,269627.0,17.0,true,2017-12-25T03:56:37+00:00,,2000
56616223,1,True,,,,,,,41,5,431,39,-1830,5561,23.872,232.95,-76.6,50.0,269609.0,17.0,true,2017-12-25T03:53:57+00:00,,2000
56615501,1,True,,,,,,,41,5,415,-38,-1900,5840,23.911,244.25,-77.3,50.0,269592.0,17.0,true,2017-12-25T03:51:17+00:00,,2000
56614828,1,True,,,,,,,41,5,364,-9,-1899,5538,23.954,231.212,-79.1,50.0,269574.0,17.0,true,2017-12-25T03:48:37+00:00,,2000
56614221,1,True,,,,,,,41,5,369,-5,-1924,5702,23.944,238.166,-79.1,50.0,269557.0,17.0,true,2017-12-25T03:45:57+00:00,,2000
56613574,1,True,,,,,,,41,5,385,-11,-1798,5487,23.915,229.474,-77.6,50.0,269540.0,17.0,true,2017-12-25T03:43:17+00:00,,2000
56612791,1,True,,,,,,,41,5,377,-7,-1930,5858,23.984,244.25,-78.7,50.0,269522.0,16.0,true,2017-12-25T03:40:37+00:00,,2000
56612093,1,True,,,,,,,41,5,359,-32,-1873,5695,24.09,236.427,-79.1,50.0,269505.0,17.0,true,2017-12-25T03:37:57+00:00,,2000
56611378,1,True,,,,,,,41,5,458,67,-1922,5725,23.867,239.904,-76.2,50.0,269488.0,17.0,true,2017-12-25T03:35:17+00:00,,2000
56610752,1,True,,,,,,,41,5,361,2,-1755,5409,24.123,224.258,-78.0,50.0,269470.0,18.0,true,2017-12-25T03:32:37+00:00,,2000
56610027,1,True,,,,,,,41,5,449,24,-1974,5864,24.009,244.25,-76.9,50.0,269451.0,17.0,true,2017-12-25T03:29:57+00:00,,2000
56609256,1,True,,,,,,,41,5,384,3,-1956,5744,24.207,237.297,-78.7,50.0,269434.0,17.0,true,2017-12-25T03:27:17+00:00,,2000
56608575,1,True,,,,,,,41,5,351,-53,-1926,5885,24.184,243.381,-79.4,50.0,269416.0,17.0,true,2017-12-25T03:24:37+00:00,,2000
56607855,1,True,,,,,,,41,5,416,8,-1969,5918,24.144,245.12,-77.6,50.0,269398.0,17.0,true,2017-12-25T03:21:57+00:00,,2000
56607192,1,True,,,,,,,41,5,390,7,-1920,5861,24.17,242.512,-78.3,50.0,269381.0,17.0,true,2017-12-25T03:19:17+00:00,,2000
56606451,1,True,,,,,,,41,5,360,-18,-1937,5897,24.146,244.25,-79.1,50.0,269363.0,17.0,true,2017-12-25T03:16:37+00:00,,2000
56605634,1,True,,,,,,,41,5,414,23,-1933,5749,23.88,240.773,-77.6,50.0,269346.0,16.0,true,2017-12-25T03:13:57+00:00,,2000
56604868,1,True,,,,,,,41,5,392,-13,-1976,6004,24.154,248.596,-78.7,50.0,269329.0,16.0,true,2017-12-25T03:11:17+00:00,,2000
56604152,1,True,,,,,,,41,5,393,-6,-1975,5897,24.233,243.381,-78.7,50.0,269312.0,17.0,true,2017-12-25T03:08:37+00:00,,2000
56603368,1,True,,,,,,,41,5,380,-16,-1997,5957,24.132,246.858,-79.1,50.0,269295.0,17.0,true,2017-12-25T03:05:57+00:00,,2000
56602750,1,True,,,,,,,41,5,398,7,-1928,5772,24.149,239.035,-78.0,50.0,269278.0,16.0,true,2017-12-25T03:03:17+00:00,,2000
56602048,1,True,,,,,,,41,5,376,21,-1935,5911,24.116,245.12,-78.7,50.0,269261.0,16.0,true,2017-12-25T03:00:37+00:00,,2000
56601366,1,True,,,,,,,41,5,386,-20,-1945,5930,24.195,245.12,-78.7,50.0,269244.0,16.0,true,2017-12-25T02:57:57+00:00,,2000
56600684,1,True,,,,,,,41,5,379,10,-1937,5916,24.137,245.12,-78.7,50.0,269227.0,17.0,true,2017-12-25T02:55:17+00:00,,2000
56600081,1,True,,,,,,,41,5,375,-3,-1944,5879,24.157,243.381,-78.7,50.0,269210.0,17.0,true,2017-12-25T02:52:37+00:00,,2000
56599411,1,True,,,,,,,41,5,392,2,-1951,5936,24.134,245.989,-78.3,50.0,269193.0,17.0,true,2017-12-25T02:49:57+00:00,,2000
56598745,1,True,,,,,,,41,5,367,-9,-1947,5765,24.119,239.035,-79.1,50.0,269176.0,16.0,true,2017-12-25T02:47:17+00:00,,2000
56597978,1,True,,,,,,,41,5,370,6,-1975,5946,24.086,246.858,-79.1,50.0,269159.0,16.0,true,2017-12-25T02:44:37+00:00,,2000
56597264,1,True,,,,,,,41,5,353,-20,-1983,5906,24.184,244.25,-79.8,50.0,269143.0,15.0,true,2017-12-25T02:41:57+00:00,,2000
56596576,1,True,,,,,,,41,5,368,29,-1991,5980,24.225,246.858,-79.4,50.0,269127.0,17.0,true,2017-12-25T02:39:17+00:00,,2000
56595926,1,True,,,,,,,41,5,376,-5,-1943,5833,24.141,241.643,-78.7,50.0,269110.0,16.0,true,2017-12-25T02:36:37+00:00,,2000
56595294,1,True,,,,,,,41,5,384,-7,-1973,5871,24.038,244.25,-78.7,50.0,269093.0,17.0,true,2017-12-25T02:33:57+00:00,,2000
56594675,1,True,,,,,,,41,5,417,26,-1942,5842,24.093,242.512,-77.6,50.0,269076.0,17.0,true,2017-12-25T02:31:17+00:00,,2000
56593983,1,True,,,,,,,41,5,439,20,-1905,5924,24.169,245.12,-76.6,50.0,269059.0,17.0,true,2017-12-25T02:28:37+00:00,,2000
56593310,1,True,,,,,,,41,5,402,2,-1912,5764,24.116,239.035,-78.0,50.0,269041.0,16.0,true,2017-12-25T02:25:57+00:00,,2000
56592622,1,True,,,,,,,41,5,403,-10,-1906,5869,24.028,244.25,-77.6,50.0,269024.0,17.0,true,2017-12-25T02:23:17+00:00,,2000
56591970,1,True,,,,,,,41,5,377,1,-1980,5849,24.033,243.381,-79.1,50.0,269007.0,16.0,true,2017-12-25T02:20:37+00:00,,2000
56591328,1,True,,,,,,,41,5,373,-2,-1899,5720,24.106,237.297,-78.7,50.0,268990.0,16.0,true,2017-12-25T02:17:57+00:00,,2000
56590716,1,True,,,,,,,41,5,375,1,-1947,5915,24.132,245.12,-79.1,50.0,268974.0,16.0,true,2017-12-25T02:15:17+00:00,,2000
56590064,1,True,,,,,,,41,5,422,15,-1906,5849,24.208,241.643,-77.3,50.0,268957.0,16.0,true,2017-12-25T02:12:37+00:00,,2000
56589362,1,True,,,,,,,41,5,362,-39.0,-1994,5927,24.098,245.989,-79.4,50.0,268940.0,16.0,true,2017-12-25T02:09:57+00:00,,2000
56588673,1,True,,,,,,,41,5,401,1,-1889,5806,24.114,240.773,-77.6,50.0,268924.0,16.0,true,2017-12-25T02:07:17+00:00,,2000
56588009,1,True,,,,,,,41,5,386,3,-1938,5881,24.081,244.25,-78.3,50.0,268907.0,16.0,true,2017-12-25T02:04:37+00:00,,2000
56587358,1,True,,,,,,,41,5,395,9,-1889,5628,24.071,233.82,-78.0,50.0,268890.0,17.0,true,2017-12-25T02:01:57+00:00,,2000
56586675,1,True,,,,,,,41,5,406,6,-1969,5864,24.009,244.25,-78.0,50.0,268873.0,16.0,true,2017-12-25T01:59:17+00:00,,2000
56586024,1,True,,,,,,,41,5,367,16,-1946,5821,24.09,241.643,-79.1,50.0,268856.0,16.0,true,2017-12-25T01:56:37+00:00,,2000
56585442,1,True,,,,,,,41,5,386,-8,-1900,5783,23.849,242.512,-78.3,50.0,268839.0,17.0,true,2017-12-25T01:53:57+00:00,,2000
56584840,1,True,,,,,,,41,5,367,-4,-1920,5794,23.981,241.643,-79.1,50.0,268822.0,17.0,true,2017-12-25T01:51:17+00:00,,2000
56584217,1,True,,,,,,,41,5,386,2,-1955,5818,24.08,241.643,-78.7,50.0,268805.0,17.0,true,2017-12-25T01:48:37+00:00,,2000
56583621,1,True,,,,,,,41,5,356,-4,-1856,5640,23.943,235.558,-79.1,50.0,268788.0,17.0,true,2017-12-25T01:45:57+00:00,,2000
56583002,1,True,,,,,,,41,5,392,-35.0,-1846,5362,23.91,224.258,-77.6,50.0,268771.0,17.0,true,2017-12-25T01:43:17+00:00,,2000
56582368,1,True,,,,,,,41,5,427,28,-1876,5820,24.0,242.512,-76.9,50.0,268753.0,17.0,true,2017-12-25T01:40:37+00:00,,2000
56581682,1,True,,,,,,,41,5,388,-11,-1896,5700,23.847,239.035,-78.3,50.0,268736.0,16.0,true,2017-12-25T01:37:57+00:00,,2000
56581066,1,True,,,,,,,41,5,392,22,-1939,5904,24.09,245.12,-78.3,50.0,268719.0,16.0,true,2017-12-25T01:35:17+00:00,,2000
56580441,1,True,,,,,,,41,5,348,1,-1935,5711,23.892,239.035,-79.4,50.0,268703.0,16.0,true,2017-12-25T01:32:37+00:00,,2000
56579791,1,True,,,,,,,41,5,368,6,-1943,5883,24.004,245.12,-79.1,50.0,268686.0,16.0,true,2017-12-25T01:29:57+00:00,,2000
56579148,1,True,,,,,,,41,5,395,15,-1884,5764,23.941,240.773,-78.0,50.0,268670.0,16.0,true,2017-12-25T01:27:17+00:00,,2000
56578479,1,True,,,,,,,41,5,367,3,-1940,5749,23.964,239.904,-79.1,50.0,268653.0,17.0,true,2017-12-25T01:24:37+00:00,,2000
56577777,1,True,,,,,,,41,5,344,-1,-1762,5324,23.651,225.127,-78.7,50.0,268636.0,17.0,true,2017-12-25T01:21:57+00:00,,2000
56577089,1,True,,,,,,,41,5,402,13,-1921,5708,23.793,239.904,-78.0,50.0,268619.0,16.0,true,2017-12-25T01:19:17+00:00,,2000
56576466,1,True,,,,,,,41,5,358,9,-1871,5707,23.791,239.904,-79.1,50.0,268602.0,16.0,true,2017-12-25T01:16:37+00:00,,2000
56575783,1,True,,,,,,,41,5,390,7,-1926,5740,23.84,240.773,-78.3,50.0,268586.0,17.0,true,2017-12-25T01:13:57+00:00,,2000
56575050,1,True,,,,,,,41,5,435,29,-1894,5891,24.119,244.25,-76.9,50.0,268569.0,17.0,true,2017-12-25T01:11:17+00:00,,2000
56574352,1,True,,,,,,,41,5,394,2,-1969,5856,24.147,242.512,-78.3,50.0,268551.0,17.0,true,2017-12-25T01:08:37+00:00,,2000
56573699,1,True,,,,,,,41,5,410,36,-1967,5855,24.057,243.381,-78.0,50.0,268534.0,17.0,true,2017-12-25T01:05:57+00:00,,2000
56573063,1,True,,,,,,,41,5,405,29,-1924,5709,24.06,237.297,-78.0,50.0,268517.0,17.0,true,2017-12-25T01:03:17+00:00,,2000
56572472,1,True,,,,,,,41,5,379,11,-1903,5753,23.982,239.904,-78.3,50.0,268499.0,17.0,true,2017-12-25T01:00:37+00:00,,2000
56571866,1,True,,,,,,,41,5,374,1,-1914,5778,23.999,240.773,-78.7,50.0,268482.0,16.0,true,2017-12-25T00:57:57+00:00,,2000
56571217,1,True,,,,,,,41,5,396,-6,-1936,5881,23.994,245.12,-78.3,50.0,268465.0,17.0,true,2017-12-25T00:55:17+00:00,,2000
56570528,1,True,,,,,,,41,5,388,-12,-1901,5751,23.972,239.904,-78.3,50.0,268448.0,17.0,true,2017-12-25T00:52:37+00:00,,2000
56569856,1,True,,,,,,,41,5,410,-6,-1883,5850,24.037,243.381,-77.3,50.0,268431.0,17.0,true,2017-12-25T00:49:57+00:00,,2000
56569120,1,True,,,,,,,41,5,401,-7,-1871,5604,23.882,234.689,-77.6,50.0,268414.0,16.0,true,2017-12-25T00:47:17+00:00,,2000
56568460,1,True,,,,,,,41,5,400,-14.0,-1950,5846,23.934,244.25,-78.0,50.0,268397.0,16.0,true,2017-12-25T00:44:37+00:00,,2000
56567808,1,True,,,,,,,41,5,414,14,-1822,5615,24.017,233.82,-76.9,50.0,268380.0,17.0,true,2017-12-25T00:41:57+00:00,,2000
56567083,1,True,,,,,,,41,5,392,-1,-1891,5772,23.887,241.643,-78.0,50.0,268363.0,17.0,true,2017-12-25T00:39:17+00:00,,2000
56566400,1,True,,,,,,,41,5,373,-20,-1795,5534,23.936,231.212,-78.0,50.0,268346.0,16.0,true,2017-12-25T00:36:37+00:00,,2000
56565716,1,True,,,,,,,41,5,370,7,-1956,5804,24.02,241.643,-79.1,50.0,268329.0,16.0,true,2017-12-25T00:33:57+00:00,,2000
56565038,1,True,,,,,,,41,5,353,6,-1973,5874,24.052,244.25,-79.8,50.0,268312.0,16.0,true,2017-12-25T00:31:17+00:00,,2000
56564354,1,True,,,,,,,41,5,373,-1,-1947,5798,23.997,241.643,-79.1,50.0,268296.0,16.0,true,2017-12-25T00:28:37+00:00,,2000
56563658,1,True,,,,,,,41,5,360,-25.0,-1919,5854,23.969,244.25,-79.1,50.0,268280.0,16.0,true,2017-12-25T00:25:57+00:00,,2000
56562962,1,True,,,,,,,41,5,385,-10,-1914,5772,23.888,241.643,-78.3,50.0,268263.0,16.0,true,2017-12-25T00:23:17+00:00,,2000
