id,channel,isComplete,label,shapeCluster,subCluster,labelConfidence,outlierType,outlierShape,firmwareVersion,type,activePower,activePowerDelta,reactivePower,apparentPower,current,voltage,phase,hertz,energy,energy_delta,coilReversed,timestamp,time_delta,sensor
60599449,1,True,,,,,,,41,5,324,-19.0,-1987,5985,24.16,247.727,-80.5,50.0,326085.0,15.0,true,2017-12-31T23:59:54+00:00,,2000
60598680,1,True,,,,,,,41,5,343,-10,-1938,5909,23.939,246.858,-79.8,50.0,326070.0,15.0,true,2017-12-31T23:57:14+00:00,,2000
60597879,1,True,,,,,,,41,5,335,-4,-1968,5815,24.068,241.643,-80.1,50.0,326055.0,15.0,true,2017-12-31T23:54:34+00:00,,2000
60597145,1,True,,,,,,,41,5,396,26,-1872,5630,23.903,235.558,-77.6,50.0,326039.0,15.0,true,2017-12-31T23:51:54+00:00,,2000
60596351,1,True,,,,,,,41,5,351,3,-1945,5886,23.929,245.989,-79.4,50.0,326024.0,15.0,true,2017-12-31T23:49:14+00:00,,2000
60595546,1,True,,,,,,,41,5,327,15,-1921,5856,23.89,245.12,-80.1,50.0,326008.0,15.0,true,2017-12-31T23:46:34+00:00,,2000
60594771,1,True,,,,,,,41,5,341,-15,-1904,5846,23.85,245.12,-79.8,50.0,325992.0,15.0,true,2017-12-31T23:43:54+00:00,,2000
60593988,1,True,,,,,,,41,5,349,10,-1894,5815,23.893,243.381,-79.4,50.0,325977.0,15.0,true,2017-12-31T23:41:14+00:00,,2000
60593193,1,True,,,,,,,41,5,349,9,-1896,5818,23.906,243.381,-79.4,50.0,325961.0,15.0,true,2017-12-31T23:38:34+00:00,,2000
60592396,1,True,,,,,,,41,5,353,22,-1922,5811,23.878,243.381,-79.4,50.0,325946.0,15.0,true,2017-12-31T23:35:54+00:00,,2000
60591544,1,True,,,,,,,41,5,343,-10,-1821,5650,23.811,237.297,-79.1,50.0,325930.0,15.0,true,2017-12-31T23:33:14+00:00,,2000
60590721,1,True,,,,,,,41,5,384,-8,-1943,5764,23.943,240.773,-78.7,50.0,325914.0,15.0,true,2017-12-31T23:30:34+00:00,,2000
60589943,1,True,,,,,,,41,5,342,11,-1939,5926,24.093,245.989,-79.8,50.0,325899.0,15.0,true,2017-12-31T23:27:54+00:00,,2000
60589149,1,True,,,,,,,41,5,346,-2,-1974,5864,24.094,243.381,-79.8,50.0,325884.0,15.0,true,2017-12-31T23:25:14+00:00,,2000
60588364,1,True,,,,,,,41,5,326,3,-1986,5975,24.035,248.596,-80.5,50.0,325869.0,14.0,true,2017-12-31T23:22:34+00:00,,2000
60587568,1,True,,,,,,,41,5,331,-5,-1982,5928,24.015,246.858,-80.5,50.0,325854.0,15.0,true,2017-12-31T23:19:54+00:00,,2000
60586738,1,True,,,,,,,41,5,374,-5,-1922,5946,24.086,246.858,-78.7,50.0,325839.0,15.0,true,2017-12-31T23:17:14+00:00,,2000
60585885,1,True,,,,,,,41,5,335,16,-1956,5911,23.946,246.858,-80.1,50.0,325824.0,15.0,true,2017-12-31T23:14:34+00:00,,2000
60584972,1,True,,,,,,,41,5,337,-8,-1916,5855,23.804,245.989,-79.8,50.0,325808.0,15.0,true,2017-12-31T23:11:54+00:00,,2000
60584137,1,True,,,,,,,41,5,326,1,-1928,5748,24.05,239.035,-80.1,50.0,325793.0,15.0,true,2017-12-31T23:09:14+00:00,,2000
60583338,1,True,,,,,,,41,5,369,2.0,-1982,5916,24.052,245.989,-79.1,50.0,325777.0,15.0,true,2017-12-31T23:06:34+00:00,,2000
60582572,1,True,,,,,,,41,5,367,2,-1930,5928,23.929,247.727,-79.1,50.0,325761.0,15.0,true,2017-12-31T23:03:54+00:00,,2000
60581823,1,True,,,,,,,41,5,366,42.0,-1849,5736,23.913,239.904,-78.7,50.0,325745.0,15.0,true,2017-12-31T23:01:14+00:00,,2000
60581091,1,True,,,,,,,41,5,324,-14,-1944,5891,23.863,246.858,-80.5,50.0,325730.0,15.0,true,2017-12-31T22:58:34+00:00,,2000
60580377,1,True,,,,,,,41,5,348,7,-1969,5798,23.994,241.643,-79.8,50.0,325714.0,15.0,true,2017-12-31T22:55:54+00:00,,2000
60579610,1,True,,,,,,,41,5,372,16,-1931,5835,23.976,243.381,-78.7,50.0,325698.0,15.0,true,2017-12-31T22:53:14+00:00,,2000
60578885,1,True,,,,,,,41,5,321,5,-1868,5493,23.938,229.474,-80.1,50.0,325683.0,15.0,true,2017-12-31T22:50:34+00:00,,2000
60578058,1,True,,,,,,,41,5,323,-19,-1918,5752,23.893,240.773,-80.1,50.0,325667.0,15.0,true,2017-12-31T22:47:54+00:00,,2000
60577264,1,True,,,,,,,41,5,366,5,-1961,5868,23.855,245.989,-79.1,50.0,325652.0,15.0,true,2017-12-31T22:45:14+00:00,,2000
60576448,1,True,,,,,,,41,5,307,-15,-1948,5882,23.911,245.989,-80.8,50.0,325637.0,14.0,true,2017-12-31T22:42:34+00:00,,2000
60575667,1,True,,,,,,,41,5,335,19,-1927,5843,23.923,244.25,-79.8,50.0,325622.0,14.0,true,2017-12-31T22:39:54+00:00,,2000
60574900,1,True,,,,,,,41,5,335,-2,-1932,5873,23.878,245.989,-79.8,50.0,325607.0,14.0,true,2017-12-31T22:37:14+00:00,,2000
60574124,1,True,,,,,,,41,5,312,6,-1881,5751,23.801,241.643,-80.5,50.0,325593.0,14.0,true,2017-12-31T22:34:34+00:00,,2000
60573344,1,True,,,,,,,41,5,339,-23,-1868,5727,23.788,240.773,-79.4,50.0,325578.0,15.0,true,2017-12-31T22:31:54+00:00,,2000
60572540,1,True,,,,,,,41,5,328,3,-1914,5636,23.84,236.427,-80.1,50.0,325563.0,15.0,true,2017-12-31T22:29:14+00:00,,2000
60571763,1,True,,,,,,,41,5,322,-9,-1958,5850,23.951,244.25,-80.5,50.0,325547.0,14.0,true,2017-12-31T22:26:34+00:00,,2000
60570973,1,True,,,,,,,41,5,323,15,-1955,5906,23.925,246.858,-80.5,50.0,325533.0,14.0,true,2017-12-31T22:23:54+00:00,,2000
60570271,1,True,,,,,,,41,5,355,8,-1978,5906,24.268,243.381,-79.4,50.0,325519.0,15.0,true,2017-12-31T22:21:14+00:00,,2000
60569571,1,True,,,,,,,41,5,363,5,-1937,5954,24.207,245.989,-79.1,50.0,325503.0,15.0,true,2017-12-31T22:18:34+00:00,,2000
60568816,1,True,,,,,,,41,5,338,-12,-1979,6020,24.132,249.466,-80.1,50.0,325487.0,15.0,true,2017-12-31T22:15:54+00:00,,2000
60568071,1,True,,,,,,,41,5,353,4,-1993,5935,24.129,245.989,-79.8,50.0,325472.0,15.0,true,2017-12-31T22:13:14+00:00,,2000
60567325,1,True,,,,,,,41,5,340,-2,-1992,5961,24.233,245.989,-80.1,50.0,325456.0,14.0,true,2017-12-31T22:10:34+00:00,,2000
60566554,1,True,,,,,,,41,5,338,-3,-2007,6015,24.284,247.727,-80.1,50.0,325441.0,14.0,true,2017-12-31T22:07:54+00:00,,2000
60565764,1,True,,,,,,,41,5,386,54,-1961,6014,24.111,249.466,-78.7,50.0,325427.0,15.0,true,2017-12-31T22:05:14+00:00,,2000
60565008,1,True,,,,,,,41,5,399,28,-1894,5683,23.862,238.166,-78.0,50.0,325412.0,15.0,true,2017-12-31T22:02:34+00:00,,2000
60564151,1,True,,,,,,,41,5,374,29,-1816,5655,23.575,239.904,-78.0,50.0,325396.0,14.0,true,2017-12-31T21:59:54+00:00,,2000
60563286,1,True,,,,,,,41,5,318,7,-1911,5786,23.692,244.25,-80.5,50.0,325382.0,14.0,true,2017-12-31T21:57:14+00:00,,2000
60562372,1,True,,,,,,,41,5,358,9,-1916,5704,23.522,242.512,-79.1,50.0,325367.0,14.0,true,2017-12-31T21:54:34+00:00,,2000
60561383,1,True,,,,,,,41,5,349,3,-1889,5647,23.54,239.904,-79.4,50.0,325353.0,14.0,true,2017-12-31T21:51:54+00:00,,2000
60560404,1,True,,,,,,,41,5,325,-2,-1853,5611,23.646,237.297,-79.8,50.0,325338.0,3.0,true,2017-12-31T21:49:14+00:00,,2000
60559804,1,True,,,,,,,41,5,377,26,-1860,5595,23.581,237.297,-78.3,50.0,325329.0,14.0,true,2017-12-31T21:47:29+00:00,,2000
60558773,1,True,,,,,,,41,5,399,45,-1892,5650,23.383,241.643,-78.0,50.0,325314.0,15.0,true,2017-12-31T21:44:49+00:00,,2000
60557888,1,True,,,,,,,41,5,319,-4,-1868,5683,23.692,239.904,-80.1,50.0,325299.0,15.0,true,2017-12-31T21:42:09+00:00,,2000
60556992,1,True,,,,,,,41,5,336,-17,-1923,5744,23.687,242.512,-79.8,50.0,325284.0,15.0,true,2017-12-31T21:39:29+00:00,,2000
60556133,1,True,,,,,,,41,5,329,-15,-1942,5835,23.806,245.12,-80.1,50.0,325269.0,14.0,true,2017-12-31T21:36:49+00:00,,2000
60555168,1,True,,,,,,,41,5,316,2,-1897,5813,23.885,243.381,-80.5,50.0,325254.0,14.0,true,2017-12-31T21:34:09+00:00,,2000
60554212,1,True,,,,,,,41,2,318,-16,-1892,5723,23.687,241.643,-80.1,50.0,325239.0,12.0,true,2017-12-31T21:31:27+00:00,,2000
60553416,1,True,,,,,,,41,5,323,-7,-1974,6009,24.172,248.596,-80.5,50.0,325227.0,15.0,true,2017-12-31T21:29:17+00:00,,2000
60552498,1,True,,,,,,,41,5,321,-3,-1941,5943,24.076,246.858,-80.5,50.0,325211.0,14.0,true,2017-12-31T21:26:37+00:00,,2000
60551559,1,True,,,,,,,41,5,388,43,-1947,5988,24.088,248.596,-78.3,50.0,325197.0,15.0,true,2017-12-31T21:23:57+00:00,,2000
60550583,1,True,,,,,,,41,5,336,-10,-1933,5852,24.047,243.381,-79.8,50.0,325181.0,15.0,true,2017-12-31T21:21:17+00:00,,2000
60549481,1,True,,,,,,,41,5,328,-12,-1903,5850,23.954,244.25,-80.1,50.0,325166.0,15.0,true,2017-12-31T21:18:37+00:00,,2000
60548298,1,True,,,,,,,41,5,355,-27,-1937,5851,23.956,244.25,-79.4,50.0,325150.0,15.0,true,2017-12-31T21:15:57+00:00,,2000
60547173,1,True,,,,,,,41,5,317,-11,-1922,5772,24.063,239.904,-80.5,50.0,325135.0,14.0,true,2017-12-31T21:13:17+00:00,,2000
60546148,1,True,,,,,,,41,5,333,-13,-1984,5941,24.066,246.858,-80.1,50.0,325120.0,15.0,true,2017-12-31T21:10:37+00:00,,2000
60545110,1,True,,,,,,,41,5,355,5,-1981,5891,24.033,245.12,-79.4,50.0,325104.0,15.0,true,2017-12-31T21:07:57+00:00,,2000
60544025,1,True,,,,,,,41,5,326,16,-1901,5846,23.938,244.25,-80.1,50.0,325089.0,15.0,true,2017-12-31T21:05:17+00:00,,2000
60542983,1,True,,,,,,,41,5,406,22,-1960,5860,23.826,245.989,-78.0,50.0,325074.0,15.0,true,2017-12-31T21:02:37+00:00,,2000
60541942,1,True,,,,,,,41,5,322,-6,-1942,5740,23.929,239.904,-80.5,50.0,325058.0,15.0,true,2017-12-31T20:59:57+00:00,,2000
60540902,1,True,,,,,,,41,5,362,-2,-1888,5741,23.931,239.904,-79.1,50.0,325042.0,15.0,true,2017-12-31T20:57:17+00:00,,2000
60539803,1,True,,,,,,,41,5,371,21,-1930,5793,23.804,243.381,-79.1,50.0,325027.0,14.0,true,2017-12-31T20:54:37+00:00,,2000
60538700,1,True,,,,,,,41,5,325,-2,-1881,5756,23.908,240.773,-80.1,50.0,325012.0,15.0,true,2017-12-31T20:51:57+00:00,,2000
60537550,1,True,,,,,,,41,5,313,-9,-1950,5752,23.892,240.773,-80.8,50.0,324997.0,15.0,true,2017-12-31T20:49:17+00:00,,2000
60536480,1,True,,,,,,,41,5,370,14.0,-1952,5847,23.773,245.989,-79.1,50.0,324981.0,15.0,true,2017-12-31T20:46:37+00:00,,2000
60535445,1,True,,,,,,,41,5,356,20.0,-1863,5784,23.936,241.643,-79.1,50.0,324966.0,15.0,true,2017-12-31T20:43:57+00:00,,2000
60534389,1,True,,,,,,,41,5,336,-4,-1804,5505,23.9,230.343,-79.1,50.0,324950.0,15.0,true,2017-12-31T20:41:17+00:00,,2000
60533262,1,True,,,,,,,41,5,384,4,-1903,5881,23.908,245.989,-78.3,50.0,324934.0,15.0,true,2017-12-31T20:38:37+00:00,,2000
60532007,1,True,,,,,,,41,5,361,-1,-1885,5584,23.796,234.689,-79.1,50.0,324918.0,15.0,true,2017-12-31T20:35:57+00:00,,2000
60530893,1,True,,,,,,,41,5,384,4,-1859,5645,23.791,237.297,-78.0,50.0,324903.0,15.0,true,2017-12-31T20:33:17+00:00,,2000
60529851,1,True,,,,,,,41,5,333,6,-1965,5871,23.867,245.989,-80.1,50.0,324887.0,15.0,true,2017-12-31T20:30:37+00:00,,2000
60528824,1,True,,,,,,,41,5,340,-4,-1858,5700,23.76,239.904,-79.4,50.0,324871.0,15.0,true,2017-12-31T20:27:57+00:00,,2000
60527811,1,True,,,,,,,41,5,374,-12,-1937,5797,23.819,243.381,-78.7,50.0,324856.0,15.0,true,2017-12-31T20:25:17+00:00,,2000
60526768,1,True,,,,,,,41,5,345,5,-1957,5811,23.877,243.381,-79.8,50.0,324840.0,15.0,true,2017-12-31T20:22:37+00:00,,2000
60525754,1,True,,,,,,,41,5,375,25,-1859,5558,23.684,234.689,-78.3,50.0,324824.0,16.0,true,2017-12-31T20:19:57+00:00,,2000
60524614,1,True,,,,,,,41,5,383,1,-1923,5729,23.797,240.773,-78.3,50.0,324808.0,16.0,true,2017-12-31T20:17:17+00:00,,2000
60523262,1,True,,,,,,,41,5,415,87,-1836,5559,23.687,234.689,-76.9,50.0,324792.0,15.0,true,2017-12-31T20:14:37+00:00,,2000
60521974,1,True,,,,,,,41,5,334,6,-1806,5499,23.877,230.343,-79.4,50.0,324776.0,15.0,true,2017-12-31T20:11:57+00:00,,2000
60520809,1,True,,,,,,,41,5,341,-10,-1943,5658,23.934,236.427,-79.8,50.0,324760.0,15.0,true,2017-12-31T20:09:17+00:00,,2000
60519555,1,True,,,,,,,41,5,382,28,-1876,5556,23.852,232.95,-78.3,50.0,324744.0,16.0,true,2017-12-31T20:06:37+00:00,,2000
60518345,1,True,,,,,,,41,5,338,10,-1784,5332,23.872,223.389,-79.1,50.0,324728.0,16.0,true,2017-12-31T20:03:57+00:00,,2000
60517164,1,True,,,,,,,41,5,356,1,-1895,5685,23.697,239.904,-79.1,50.0,324712.0,15.0,true,2017-12-31T20:01:17+00:00,,2000
60515947,1,True,,,,,,,41,5,354,6,-1978,5897,23.972,245.989,-79.8,50.0,324697.0,15.0,true,2017-12-31T19:58:36+00:00,,2000
60514828,1,True,,,,,,,41,5,364,-1,-1880,5772,23.888,241.643,-78.7,50.0,324681.0,15.0,true,2017-12-31T19:55:56+00:00,,2000
60513763,1,True,,,,,,,41,5,381,-26,-1917,5899,23.981,245.989,-78.7,50.0,324665.0,16.0,true,2017-12-31T19:53:16+00:00,,2000
60512747,1,True,,,,,,,41,5,377,4,-1928,5875,23.802,246.858,-78.7,50.0,324649.0,16.0,true,2017-12-31T19:50:36+00:00,,2000
60511743,1,True,,,,,,,41,5,339,-7,-1884,5622,23.87,235.558,-79.4,50.0,324633.0,16.0,true,2017-12-31T19:47:56+00:00,,2000
60510689,1,True,,,,,,,41,5,359,29,-1873,5784,23.85,242.512,-79.1,50.0,324617.0,16.0,true,2017-12-31T19:45:16+00:00,,2000
60509616,1,True,,,,,,,41,5,374,16,-1850,5573,23.837,233.82,-78.3,50.0,324601.0,16.0,true,2017-12-31T19:42:36+00:00,,2000
60508485,1,True,,,,,,,41,5,419,-16,-1802,5624,23.791,236.427,-76.6,50.0,324584.0,16.0,true,2017-12-31T19:39:56+00:00,,2000
60507359,1,True,,,,,,,41,5,351,6,-1957,5719,23.84,239.904,-79.4,50.0,324567.0,15.0,true,2017-12-31T19:37:16+00:00,,2000
60506303,1,True,,,,,,,41,5,365,-4,-1927,5898,23.979,245.989,-79.1,50.0,324552.0,15.0,true,2017-12-31T19:34:36+00:00,,2000
60505185,1,True,,,,,,,41,5,357,-10,-1979,5886,23.931,245.989,-79.4,50.0,324536.0,15.0,true,2017-12-31T19:31:56+00:00,,2000
60504113,1,True,,,,,,,41,5,350,-1,-1987,5982,24.147,247.727,-79.8,50.0,324520.0,16.0,true,2017-12-31T19:29:16+00:00,,2000
60502963,1,True,,,,,,,41,5,369,11.0,-1919,5802,24.012,241.643,-79.1,50.0,324504.0,16.0,true,2017-12-31T19:26:36+00:00,,2000
60501519,1,True,,,,,,,41,5,358,-6.0,-1938,5820,24.0,242.512,-79.4,50.0,324488.0,16.0,true,2017-12-31T19:23:56+00:00,,2000
60500162,1,True,,,,,,,41,5,364,10,-1974,5874,23.964,245.12,-79.4,50.0,324472.0,16.0,true,2017-12-31T19:21:16+00:00,,2000
60498818,1,True,,,,,,,41,5,365,17,-1955,5831,24.045,242.512,-79.1,50.0,324455.0,16.0,true,2017-12-31T19:18:36+00:00,,2000
60497612,1,True,,,,,,,41,5,334,-19,-1917,5761,23.842,241.643,-79.8,50.0,324439.0,16.0,true,2017-12-31T19:15:56+00:00,,2000
60496558,1,True,,,,,,,41,5,354,-10,-1946,5856,23.892,245.12,-79.4,50.0,324423.0,16.0,true,2017-12-31T19:13:16+00:00,,2000
60495480,1,True,,,,,,,41,5,375,-20,-1914,5730,23.799,240.773,-78.7,50.0,324406.0,16.0,true,2017-12-31T19:10:36+00:00,,2000
60494469,1,True,,,,,,,41,5,378,-17,-1944,5659,23.849,237.297,-78.7,50.0,324390.0,16.0,true,2017-12-31T19:07:56+00:00,,2000
60493361,1,True,,,,,,,41,5,379,-2,-1915,5810,23.875,243.381,-78.7,50.0,324373.0,17.0,true,2017-12-31T19:05:16+00:00,,2000
60492263,1,True,,,,,,,41,5,379,-7,-1869,5702,23.768,239.904,-78.3,50.0,324356.0,17.0,true,2017-12-31T19:02:36+00:00,,2000
60491198,1,True,,,,,,,41,5,361,4,-1938,5712,23.809,239.904,-79.1,50.0,324339.0,16.0,true,2017-12-31T18:59:56+00:00,,2000
60490150,1,True,,,,,,,41,1,374,-4,-1937,5871,23.867,245.989,-78.7,50.0,324322.0,11.0,true,2017-12-31T18:57:15+00:00,,2000
60489410,1,True,,,,,,,41,5,356,13,-2060,6172,24.571,251.204,-80.1,50.0,324311.0,15.0,true,2017-12-31T18:55:24+00:00,,2000
60488397,1,True,,,,,,,41,5,368,-5,-1974,5900,24.073,245.12,-79.1,50.0,324295.0,16.0,true,2017-12-31T18:52:44+00:00,,2000
60487325,1,True,,,,,,,41,5,407,-10,-1915,5912,24.119,245.12,-77.6,50.0,324279.0,17.0,true,2017-12-31T18:50:04+00:00,,2000
60486234,1,True,,,,,,,41,5,452,35,-2024,5946,24.086,246.858,-77.3,50.0,324261.0,17.0,true,2017-12-31T18:47:24+00:00,,2000
60485229,1,True,,,,,,,41,5,357,-76,-1747,5458,24.152,225.997,-78.3,50.0,324243.0,17.0,true,2017-12-31T18:44:44+00:00,,2000
60484183,1,True,,,,,,,41,5,378,-19,-1952,5736,24.263,236.427,-78.7,50.0,324226.0,17.0,true,2017-12-31T18:42:04+00:00,,2000
60483112,1,True,,,,,,,41,5,383,-14,-2004,6047,24.24,249.466,-79.1,50.0,324208.0,17.0,true,2017-12-31T18:39:24+00:00,,2000
60482026,1,True,,,,,,,41,5,392,6,-1936,5946,24.174,245.989,-78.3,50.0,324190.0,17.0,true,2017-12-31T18:36:44+00:00,,2000
60480965,1,True,,,,,,,41,5,378,-30,-1992,5951,24.193,245.989,-79.1,50.0,324173.0,17.0,true,2017-12-31T18:34:04+00:00,,2000
60479909,1,True,,,,,,,41,5,356,-5,-1811,5453,24.129,225.997,-78.7,50.0,324155.0,17.0,true,2017-12-31T18:31:24+00:00,,2000
60478694,1,True,,,,,,,41,5,411,6,-2000,5940,24.149,245.989,-78.0,50.0,324138.0,17.0,true,2017-12-31T18:28:44+00:00,,2000
60477473,1,True,,,,,,,41,5,436,5,-1954,5998,24.131,248.596,-77.3,50.0,324120.0,17.0,true,2017-12-31T18:26:04+00:00,,2000
60476215,1,True,,,,,,,41,5,420,9,-1938,5938,24.226,245.12,-77.6,50.0,324102.0,17.0,true,2017-12-31T18:23:24+00:00,,2000
60474984,1,True,,,,,,,41,5,396,13,-1901,5776,23.821,242.512,-78.0,50.0,324085.0,17.0,true,2017-12-31T18:20:44+00:00,,2000
60473769,1,True,,,,,,,41,5,364,2,-1938,5782,23.845,242.512,-79.1,50.0,324068.0,16.0,true,2017-12-31T18:18:04+00:00,,2000
60472597,1,True,,,,,,,41,5,395,39.0,-1948,5768,23.702,243.381,-78.3,50.0,324052.0,16.0,true,2017-12-31T18:15:24+00:00,,2000
60471447,1,True,,,,,,,41,5,356,-5,-1964,5813,23.802,244.25,-79.4,50.0,324035.0,15.0,true,2017-12-31T18:12:44+00:00,,2000
60470336,1,True,,,,,,,41,5,358,26,-1982,5913,23.956,246.858,-79.4,50.0,324019.0,15.0,true,2017-12-31T18:10:04+00:00,,2000
60469107,1,True,,,,,,,41,5,367,15,-1963,5902,23.908,246.858,-79.1,50.0,324004.0,16.0,true,2017-12-31T18:07:22+00:00,,2000
60467799,1,True,,,,,,,41,5,372,2,-1951,5862,23.83,245.989,-79.1,50.0,323987.0,16.0,true,2017-12-31T18:04:42+00:00,,2000
60466475,1,True,,,,,,,41,5,361,-10,-1938,5801,23.837,243.381,-79.1,50.0,323971.0,16.0,true,2017-12-31T18:02:02+00:00,,2000
60465197,1,True,,,,,,,41,5,361,1,-1923,5810,23.788,244.25,-79.1,50.0,323955.0,16.0,true,2017-12-31T17:59:22+00:00,,2000
60463855,1,True,,,,,,,41,5,364,5,-2027,6042,24.22,249.466,-79.4,50.0,323938.0,16.0,true,2017-12-31T17:56:42+00:00,,2000
60462331,1,True,,,,,,,41,5,382,9,-2031,6090,24.329,250.335,-79.1,50.0,323922.0,16.0,true,2017-12-31T17:54:02+00:00,,2000
60460964,1,True,,,,,,,41,5,401,18,-2000,6069,24.33,249.466,-78.3,50.0,323905.0,16.0,true,2017-12-31T17:51:22+00:00,,2000
60459792,1,True,,,,,,,41,5,365,1,-2035,6062,24.301,249.466,-79.4,50.0,323888.0,16.0,true,2017-12-31T17:48:42+00:00,,2000
60458545,1,True,,,,,,,41,5,375,-3,-2034,6056,24.279,249.466,-79.4,50.0,323872.0,16.0,true,2017-12-31T17:46:02+00:00,,2000
60457363,1,True,,,,,,,41,5,371,2,-2023,6052,24.177,250.335,-79.4,50.0,323855.0,15.0,true,2017-12-31T17:43:22+00:00,,2000
60456104,1,True,,,,,,,41,5,362,27,-2076,6139,24.439,251.204,-79.8,50.0,323839.0,15.0,true,2017-12-31T17:40:42+00:00,,2000
60454838,1,True,,,,,,,41,5,356,-33.0,-2038,6069,24.245,250.335,-79.8,50.0,323823.0,16.0,true,2017-12-31T17:38:02+00:00,,2000
60453589,1,True,,,,,,,41,5,389,-6,-2018,6000,24.222,247.727,-78.7,50.0,323807.0,17.0,true,2017-12-31T17:35:22+00:00,,2000
60452344,1,True,,,,,,,41,5,411,-11,-1939,5876,24.233,242.512,-77.6,50.0,323789.0,16.0,true,2017-12-31T17:32:42+00:00,,2000
60451038,1,True,,,,,,,41,5,382,-5,-2004,6029,24.253,248.596,-79.1,50.0,323772.0,17.0,true,2017-12-31T17:30:02+00:00,,2000
60449790,1,True,,,,,,,41,5,395,2,-1992,5910,24.198,244.25,-78.7,50.0,323755.0,17.0,true,2017-12-31T17:27:22+00:00,,2000
60448576,1,True,,,,,,,41,5,386,24,-1990,6011,24.268,247.727,-78.7,50.0,323738.0,17.0,true,2017-12-31T17:24:42+00:00,,2000
60447303,1,True,,,,,,,41,5,395,1,-1928,5882,23.999,245.12,-78.3,50.0,323721.0,17.0,true,2017-12-31T17:22:02+00:00,,2000
60446032,1,True,,,,,,,41,5,418,30,-1955,5834,24.06,242.512,-77.6,50.0,323703.0,18.0,true,2017-12-31T17:19:22+00:00,,2000
60444795,1,True,,,,,,,41,5,378,7,-1894,5686,23.964,237.297,-78.3,50.0,323685.0,17.0,true,2017-12-31T17:16:42+00:00,,2000
60443547,1,True,,,,,,,41,5,373,11,-2017,5924,24.085,245.989,-79.4,50.0,323668.0,17.0,true,2017-12-31T17:14:02+00:00,,2000
60442175,1,True,,,,,,,41,5,365,-11,-1978,5878,24.152,243.381,-79.4,50.0,323651.0,17.0,true,2017-12-31T17:11:22+00:00,,2000
60440980,1,True,,,,,,,41,5,392,7,-1989,6024,24.235,248.596,-78.7,50.0,323633.0,16.0,true,2017-12-31T17:08:42+00:00,,2000
60439736,1,True,,,,,,,41,5,361,-3,-2037,6089,24.324,250.335,-79.8,50.0,323617.0,16.0,true,2017-12-31T17:06:02+00:00,,2000
60438500,1,True,,,,,,,41,5,388,9,-1990,6012,24.185,248.596,-78.7,50.0,323600.0,16.0,true,2017-12-31T17:03:22+00:00,,2000
60437252,1,True,,,,,,,41,5,396,16,-1986,5983,24.236,246.858,-78.3,50.0,323584.0,16.0,true,2017-12-31T17:00:42+00:00,,2000
60435975,1,True,,,,,,,41,5,377,3,-2027,6019,24.213,248.596,-79.1,50.0,323567.0,16.0,true,2017-12-31T16:58:02+00:00,,2000
60434619,1,True,,,,,,,41,5,364,-16.0,-2031,6078,24.281,250.335,-79.4,50.0,323550.0,16.0,true,2017-12-31T16:55:22+00:00,,2000
60433247,1,True,,,,,,,41,5,380,-9,-2005,5928,24.185,245.12,-79.1,50.0,323534.0,17.0,true,2017-12-31T16:52:42+00:00,,2000
60431818,1,True,,,,,,,41,5,372,-2,-1990,5946,24.086,246.858,-79.1,50.0,323516.0,16.0,true,2017-12-31T16:50:02+00:00,,2000
60430416,1,True,,,,,,,41,5,385,14,-2016,6062,24.217,250.335,-79.1,50.0,323499.0,16.0,true,2017-12-31T16:47:22+00:00,,2000
60429076,1,True,,,,,,,41,5,386,-14,-2000,6011,24.18,248.596,-78.7,50.0,323483.0,16.0,true,2017-12-31T16:44:42+00:00,,2000
60427830,1,True,,,,,,,41,5,356,-2,-2047,6088,24.236,251.204,-79.8,50.0,323466.0,16.0,true,2017-12-31T16:42:02+00:00,,2000
60426505,1,True,,,,,,,41,5,370,-1,-2020,5959,24.225,245.989,-79.4,50.0,323450.0,17.0,true,2017-12-31T16:39:22+00:00,,2000
60425247,1,True,,,,,,,41,5,378,10,-1942,5701,24.116,236.427,-78.7,50.0,323432.0,17.0,true,2017-12-31T16:36:42+00:00,,2000
60423942,1,True,,,,,,,41,5,392,4,-2003,5921,24.159,245.12,-78.7,50.0,323414.0,17.0,true,2017-12-31T16:34:02+00:00,,2000
60422571,1,True,,,,,,,41,5,424,32,-1966,5848,24.03,243.381,-77.6,50.0,323397.0,17.0,true,2017-12-31T16:31:22+00:00,,2000
60421424,1,True,,,,,,,41,5,432,7,-1904,5853,24.137,242.512,-76.9,50.0,323379.0,17.0,true,2017-12-31T16:28:42+00:00,,2000
60420261,1,True,,,,,,,41,5,368,1,-1981,5979,24.137,247.727,-79.1,50.0,323361.0,17.0,true,2017-12-31T16:26:02+00:00,,2000
60419102,1,True,,,,,,,41,5,404,6,-1936,5714,24.081,237.297,-78.0,50.0,323344.0,17.0,true,2017-12-31T16:23:22+00:00,,2000
60417913,1,True,,,,,,,41,5,443,-5,-1912,5680,23.936,237.297,-76.6,50.0,323326.0,17.0,true,2017-12-31T16:20:42+00:00,,2000
60416766,1,True,,,,,,,41,5,376,-6,-1937,5738,24.093,238.166,-78.7,50.0,323308.0,17.0,true,2017-12-31T16:18:02+00:00,,2000
60415542,1,True,,,,,,,41,5,372,-12,-1960,5900,24.156,244.25,-79.1,50.0,323291.0,16.0,true,2017-12-31T16:15:22+00:00,,2000
